Start	 End 	 Ontology	   Term				 ArtclTerm
3804     3810    GO:0005623        cell                          "cells,"
3996     4001    GO:0005623        cell                          "cells"
4621     4628    GO:0007618        mating                        "matings"
4621     4628    GO:1990277        parasexual conjugation with cellular fusion   "matings"
4621     4628    GO:0000747        conjugation with cellular fusion      "matings"
4621     4628    GO:0009291        unidirectional conjugation    "matings"
4872     4884    GO:0032502        developmental process         "development."
5621     5635    GO:0003863        3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity       "BCKDH activity"
5752     5766    GO:0003863        3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity       "BCKDH activity"
5823     5837    GO:0003863        3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity       "BCKDH activity"
6163     6178    GO:0003824        catalytic activity            "enzyme activity"
6280     6295    GO:0003824        catalytic activity            "Enzyme activity"
510      518     GO:0003823        antigen binding               "antibody"
510      518     GO:0019815        B cell receptor complex       "antibody"
510      518     GO:0042571        immunoglobulin complex, circulating   "antibody"
1150     1160    GO:0008152        metabolic process             "metabolism"
1188     1197    GO:0009058        biosynthetic process          "synthesis"
1261     1271    GO:0008152        metabolic process             "metabolism"
2687     2696    GO:0008152        metabolic process             "metabolic"
2687     2696    GO:0007552        metamorphosis                 "metabolic"
4710     4718    GO:0003823        antigen binding               "antibody"
4710     4718    GO:0019815        B cell receptor complex       "antibody"
4710     4718    GO:0042571        immunoglobulin complex, circulating   "antibody"
5003     5011    GO:0003823        antigen binding               "antibody"
5003     5011    GO:0019815        B cell receptor complex       "antibody"
5003     5011    GO:0042571        immunoglobulin complex, circulating   "antibody"
5031     5038    GO:0003675        obsolete protein              "protein"
5162     5172    GO:0045120        pronucleus                    "Pronuclear"
1242     1246    GO:0007568        aging                         "ages"
1359     1374    GO:0003824        catalytic activity            "enzyme activity"
2762     2777    GO:0003824        catalytic activity            "enzyme activity"
3389     3404    GO:0003824        catalytic activity            "enzyme activity"
3738     3768    GO:0045254        pyruvate dehydrogenase complex        "pyruvate dehydrogenase complex"
4995     5010    GO:0003824        catalytic activity            "enzyme activity"
5470     5481    GO:0032502        developmental process         "development"
6083     6092    GO:0009058        biosynthetic process          "synthesis"
6115     6125    GO:0008152        metabolic process             "metabolism"
6397     6405    GO:0007610        behavior                      "behavior"
6579     6594    GO:0003774        motor activity                "motor activity,"'
1117     1131    GO:0003863        3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity       "BCKDH activity"
1393     1407    GO:0003863        3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity       "BCKDH activity"
2726     2730    GO:0043840        branched-chain amino acid:2-keto-4-methylthiobutyrate aminotransferase activity       "BCAT"
2746     2760    GO:0003863        3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity       "BCKDH activity"
3084     3088    GO:0043840        branched-chain amino acid:2-keto-4-methylthiobutyrate aminotransferase activity       "BCAT"
3635     3639    GO:0005623        cell                          "cell"
3913     3917    GO:0005623        cell                          "cell"
4800     4804    GO:0005623        cell                          "cell"
4831     4836    GO:0005623        cell                          "cells"
5092     5106    GO:0003863        3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity       "BCKDH activity"
5611     5622    GO:0032502        developmental process         "development"
5788     5800    GO:0009405        pathogenesis                  "pathogenesis"
6131     6136    GO:0043840        branched-chain amino acid:2-keto-4-methylthiobutyrate aminotransferase activity       "BCAT,"
6173     6178    GO:0005623        cell                          "cell,"
