Start	 End 	 Ontology	   Term				 ArtclTerm
691      699     GO:0042571        immunoglobulin complex, circulating   "antibody"
829      837     GO:0003823        antigen binding               "antibody"
829      837     GO:0019815        B cell receptor complex       "antibody"
829      837     GO:0042571        immunoglobulin complex, circulating   "antibody"
1010     1016    GO:0005623        cell                          "cells."
1029     1033    GO:0005623        cell                          "cell"
1228     1233    GO:0005623        cell                          "Cells"
1339     1344    GO:0005623        cell                          "cells"
1444     1453    GO:0043226        organelle                     "organelle"
1651     1660    GO:0003823        antigen binding               "antibody."
1651     1660    GO:0019815        B cell receptor complex       "antibody."
1651     1660    GO:0042571        immunoglobulin complex, circulating   "antibody."
1853     1863    GO:0003823        antigen binding               "antibodies"
1853     1863    GO:0019815        B cell receptor complex       "antibodies"
1853     1863    GO:0042571        immunoglobulin complex, circulating   "antibodies"
1882     1893    GO:0003823        antigen binding               "antibodies,"
1882     1893    GO:0019815        B cell receptor complex       "antibodies,"
1882     1893    GO:0042571        immunoglobulin complex, circulating   "antibodies,"
2069     2074    GO:0005623        cell                          "Cells"
2222     2230    GO:0003823        antigen binding               "antibody"
2222     2230    GO:0019815        B cell receptor complex       "antibody"
2222     2230    GO:0042571        immunoglobulin complex, circulating   "antibody"
2357     2366    GO:0003675        obsolete protein              "proteins."
3466     3487    GO:0005783        endoplasmic reticulum         "endoplasmic reticulum"
3563     3578    GO:0005886        plasma membrane               "plasma membrane"
4118     4122    GO:0007568        aging                         "aged"
5550     5559    GO:0016020        membrane                      "membranes"
5646     5655    GO:0016020        membrane                      "membranes"
5744     5753    GO:0016020        membrane                      "membranes"
5869     5877    GO:0003675        obsolete protein              "proteins"
5941     5951    GO:0007586        digestion                     "digestion."
5978     5990    GO:0051179        localization                  "Localization"
6051     6055    GO:0005623        cell                          "Cell"
6456     6465    GO:0005737        cytoplasm                     "cytoplasm"
6605     6609    GO:0005623        cell                          "cell"
6756     6761    GO:0005623        cell                          "cells"
244      256     GO:0009986        cell surface                  "cell surface"
340      355     GO:0051643        endoplasmic reticulum localization    "ER localization"
385      389     GO:0005623        cell                          "cell"
509      514     GO:0005623        cell                          "cells"
562      567     GO:0005623        cell                          "Cells"
737      758     GO:0005783        endoplasmic reticulum         "endoplasmic reticulum"
886      891     GO:0005623        cell                          "Cells"
1239     1244    GO:0005623        cell                          "cells"
1377     1386    GO:0016020        membrane                      "membranes"
1422     1431    GO:0003823        antigen binding               "antibody."
1422     1431    GO:0019815        B cell receptor complex       "antibody."
1422     1431    GO:0042571        immunoglobulin complex, circulating   "antibody."
1438     1447    GO:0016020        membrane                      "membranes"
1510     1518    GO:0003823        antigen binding               "antibody"
1510     1518    GO:0019815        B cell receptor complex       "antibody"
1510     1518    GO:0042571        immunoglobulin complex, circulating   "antibody"
1604     1616    GO:0051179        localization                  "localization"
1799     1803    GO:0005623        cell                          "cell"
1903     1908    GO:0005623        cell                          "Cells"
2051     2063    GO:0009986        cell surface                  "cell surface"
2067     2072    GO:0005623        cell                          "cells"
2207     2212    GO:0005623        cell                          "Cells"
2249     2261    GO:0009986        cell surface                  "cell surface"
2275     2283    GO:0003675        obsolete protein              "proteins"
