Start	 End 	 Ontology	   Term				 ArtclTerm
4640     4646    GO:0005623        cell                          "cells."
5212     5216    GO:0031672        A band                        "band"
5330     5335    GO:0031672        A band                        "bands"
5404     5409    GO:0031672        A band                        "bands"
5630     5638    GO:0003823        antigen binding               "antibody"
5630     5638    GO:0019815        B cell receptor complex       "antibody"
5630     5638    GO:0042571        immunoglobulin complex, circulating   "antibody"
5686     5691    GO:0005623        cell                          "cells"
5812     5819    GO:0003675        obsolete protein              "protein"
6254     6258    GO:0031672        A band                        "band"
6655     6661    GO:0007618        mating                        "mating"
6655     6661    GO:1990277        parasexual conjugation with cellular fusion   "mating"
6655     6661    GO:0000747        conjugation with cellular fusion      "mating"
6655     6661    GO:0009291        unidirectional conjugation    "mating"
73       78      GO:0005623        cell                          "cells"
163      168     GO:0007618        mating                        "mated"
163      168     GO:1990277        parasexual conjugation with cellular fusion   "mated"
163      168     GO:0000747        conjugation with cellular fusion      "mated"
163      168     GO:0009291        unidirectional conjugation    "mated"
843      849     GO:0005623        cell                          "cells."
955      960     GO:0005623        cell                          "cells"
1232     1236    GO:0005623        cell                          "cell"
1271     1275    GO:0005623        cell                          "cell"
2009     2028    GO:1901987        regulation of cell cycle phase transition     "cell cycle control."
2347     2353    GO:0005623        cell                          "cells,"
