Start	End	Ontology	Ontology Term	Annotated Term
5435	5443	GO:0007618	mating	matings.
5435	5443	GO:1990277	parasexual	conjugation
5435	5443	GO:0000747	conjugation	with
5435	5443	GO:0009291	unidirectional	conjugation
5444	5451	GO:0033867	Fas-activated	serine/threonine
5515	5522	GO:0033867	Fas-activated	serine/threonine
5557	5563	GO:0033867	Fas-activated	serine/threonine
5621	5626	GO:0004617	phosphoglycerate	dehydrogenase
5808	5814	GO:0033867	Fas-activated	serine/threonine
6653	6659	GO:0033867	Fas-activated	serine/threonine
228	233	GO:0004617	phosphoglycerate	dehydrogenase
342	347	GO:0004617	phosphoglycerate	dehydrogenase
491	496	GO:0004617	phosphoglycerate	dehydrogenase
889	894	GO:0004617	phosphoglycerate	dehydrogenase
1593	1597	GO:0033867	Fas-activated	serine/threonine
1819	1825	GO:0033867	Fas-activated	serine/threonine
2168	2173	GO:0033867	Fas-activated	serine/threonine
2264	2269	GO:0033867	Fas-activated	serine/threonine
2489	2497	GO:0001906	cell	killing
2489	2497	GO:0019835	cytolysis	necrosis
2489	2497	GO:0008220	obsolete	necrosis
2489	2497	GO:0070265	necrotic	cell
2489	2497	GO:0008219	cell	death
2631	2639	GO:0001906	cell	killing
2631	2639	GO:0019835	cytolysis	necrosis
2631	2639	GO:0008220	obsolete	necrosis
2631	2639	GO:0070265	necrotic	cell
2631	2639	GO:0008219	cell	death
2751	2762	GO:0016528	sarcoplasm	sarcoplasm,
2778	2788	GO:0030016	myofibril	myofibrils
2833	2839	GO:0005634	nucleus	Nuclei
2883	2892	GO:0031982	vesicle	vesicular
2911	2920	GO:0005730	nucleolus	nucleoli.
4329	4342	GO:0070991	medium-chain-acyl-CoA	dehydrogenase
4932	4937	GO:0016265	death	dying
5076	5084	GO:0033867	Fas-activated	serine/threonine
5208	5215	GO:0033867	Fas-activated	serine/threonine
99	107	GO:0033867	Fas-activated	serine/threonine
376	382	GO:0033867	Fas-activated	serine/threonine
481	488	GO:0033867	Fas-activated	serine/threonine
660	668	GO:0001906	cell	killing
660	668	GO:0019835	cytolysis	necrosis
660	668	GO:0008220	obsolete	necrosis
660	668	GO:0070265	necrotic	cell
660	668	GO:0008219	cell	death
952	962	GO:0008152	metabolic	process
1741	1747	GO:0016265	death	deaths
1752	1763	GO:0007565	female	pregnancy
1947	1954	GO:0033867	Fas-activated	serine/threonine
2141	2153	GO:0009405	pathogenesis	pathogenesis
3550	3560	GO:0007586	digestion	digestion,
3644	3649	GO:0005623	cell	cells
4316	4320	GO:0005623	cell	cell
4966	4987	GO:0001171	reverse	transcription
99	107	GO:0033867	Fas-activated	serine/threonine
376	382	GO:0033867	Fas-activated	serine/threonine
481	488	GO:0033867	Fas-activated	serine/threonine
660	668	GO:0001906	cell	killing
660	668	GO:0019835	cytolysis	necrosis
660	668	GO:0008220	obsolete	necrosis
660	668	GO:0070265	necrotic	cell
660	668	GO:0008219	cell	death
952	962	GO:0008152	metabolic	process
1741	1747	GO:0016265	death	deaths
1752	1763	GO:0007565	female	pregnancy
1947	1954	GO:0033867	Fas-activated	serine/threonine
2141	2153	GO:0009405	pathogenesis	pathogenesis
3550	3560	GO:0007586	digestion	digestion,
3644	3649	GO:0005623	cell	cells
4316	4320	GO:0005623	cell	cell
4966	4987	GO:0001171	reverse	transcription
