Start	End	Ontology	Ontology Term	Annotated Term
1677	1686	GO:0031982	vesicle	vesicular
1958	1963	GO:0005623	cell	cells
2323	2328	GO:0005623	cell	cells
2520	2527	GO:0003675	obsolete	protein
3049	3056	GO:0003675	obsolete	protein
3111	3116	GO:0005623	cell	cells
3222	3230	GO:0003675	obsolete	protein
3430	3442	GO:0009986	cell	surface
3564	3571	GO:0003675	obsolete	protein
3667	3674	GO:0003675	obsolete	protein
3689	3701	GO:0051179	localization	localization
3716	3724	GO:0003675	obsolete	protein
3796	3805	GO:0006810	transport	transport
3849	3861	GO:0009986	cell	surface
3936	3943	GO:0003675	obsolete	protein
3988	3996	GO:0003675	obsolete	protein
4046	4051	GO:0005623	cell	cells
4141	4148	GO:0003675	obsolete	protein
4202	4210	GO:0003675	obsolete	protein
4294	4302	GO:0003675	obsolete	protein
4323	4328	GO:0005623	cell	cells
4347	4352	GO:0005623	cell	cells
4508	4518	GO:0003823	antigen	binding
4508	4518	GO:0019815	B	cell
4508	4518	GO:0042571	immunoglobulin	complex,
4693	4698	GO:0005623	cell	cells
4780	4789	GO:0016020	membrane	membranes
4912	4920	GO:0003675	obsolete	protein
4951	4956	GO:0005623	cell	cell,
5002	5014	GO:0051179	localization	localization
5025	5033	GO:0003675	obsolete	protein
5072	5077	GO:0005623	cell	cells
5375	5380	GO:0005623	cell	cells
5435	5440	GO:0005623	cell	cells
5541	5547	GO:0005623	cell	cells,
5656	5662	GO:0005623	cell	cells,
5827	5832	GO:0005623	cell	cells
5891	5895	GO:0005623	cell	cell
5911	5923	GO:0051179	localization	localization
6109	6113	GO:0005623	cell	cell
6120	6132	GO:0051179	localization	localization
6273	6277	GO:0005623	cell	cell
0	12	GO:0051179	localization	localization
159	163	GO:0005623	cell	cell
234	242	GO:0003675	obsolete	protein
306	314	GO:0003675	obsolete	protein
386	390	GO:0005623	cell	cell
415	422	GO:0005623	cell	cells),
1587	1592	GO:0016265	death	death
1684	1690	GO:0005623	cell	cells.
1970	1988	GO:0006833	water	transport
2290	2299	GO:0006810	transport	transport
2350	2362	GO:0009986	cell	surface
2481	2488	GO:0003675	obsolete	protein
2507	2520	GO:0009986	cell	surface
2594	2601	GO:0003675	obsolete	protein
2713	2720	GO:0003675	obsolete	protein
2806	2813	GO:0003675	obsolete	protein
2906	2913	GO:0003675	obsolete	protein
3116	3123	GO:0003675	obsolete	protein
3169	3191	GO:0015031	protein	transport
3285	3292	GO:0003675	obsolete	protein
3322	3327	GO:0005623	cell	cells
3365	3372	GO:0003675	obsolete	protein
3503	3510	GO:0003675	obsolete	protein
3538	3547	GO:0006810	transport	transport
3572	3579	GO:0003675	obsolete	protein
3602	3607	GO:0005623	cell	cells
3718	3736	GO:0006833	water	transport
3816	3822	GO:0040007	growth	growth
3981	3985	GO:0019013	viral	nucleocapsid
4065	4080	GO:0005794	Golgi	apparatus
4263	4275	GO:0051179	localization	localization
4629	4636	GO:0003675	obsolete	protein
4728	4736	GO:0003675	obsolete	protein
4811	4818	GO:0003675	obsolete	protein
4853	4861	GO:0003675	obsolete	protein
5015	5021	GO:0005623	cell	cells,
5060	5068	GO:0003675	obsolete	protein
5270	5278	GO:0003675	obsolete	protein
5304	5316	GO:0009986	cell	surface
5548	5556	GO:0003675	obsolete	protein
5769	5774	GO:0005623	cell	cells
5847	5869	GO:0016324	apical	plasma
6042	6047	GO:0005623	cell	cells
6149	6161	GO:0051179	localization	localization
6221	6237	GO:0005886	plasma	membrane
6256	6265	GO:0051235	maintenance	of
6645	6658	GO:0051179	localization	localization.
401	412	GO:0006280	obsolete	mutagenesis
997	1001	GO:0005623	cell	Cell
1035	1039	GO:0005623	cell	cell
1052	1057	GO:0005623	cell	cells
1323	1327	GO:0005623	cell	cell
1743	1748	GO:0005623	cell	cells
2110	2119	GO:0008152	metabolic	process
2110	2119	GO:0007552	metamorphosis	Metabolic
2615	2623	GO:0016020	membrane	membrane
2967	2976	GO:0016020	membrane	membranes
3097	3115	GO:0005624	obsolete	membrane
3206	3215	GO:0016020	membrane	membrane.
3216	3225	GO:0016020	membrane	Membranes
3376	3384	GO:0003823	antigen	binding
3376	3384	GO:0019815	B	cell
3376	3384	GO:0042571	immunoglobulin	complex,
3462	3471	GO:0016020	membrane	Membranes
3544	3553	GO:0003823	antigen	binding
3544	3553	GO:0019815	B	cell
3544	3553	GO:0042571	immunoglobulin	complex,
3554	3563	GO:0016020	membrane	Membranes
3596	3601	GO:0031672	A	band
3709	3719	GO:0007586	digestion	digestion.
3727	3736	GO:0016020	membrane	membranes
4134	4140	GO:0005623	cell	cells.
4146	4151	GO:0005623	cell	cells
4292	4297	GO:0005623	cell	cells
4457	4466	GO:0016020	membrane	membranes
4592	4602	GO:0016020	membrane	membranes,
4652	4670	GO:0005624	obsolete	membrane
4685	4694	GO:0016020	membrane	membranes
4817	4824	GO:0003675	obsolete	protein
4889	4897	GO:0003675	obsolete	protein
4990	4998	GO:0016020	membrane	membrane
5055	5067	GO:0009986	cell	surface
5170	5175	GO:0005623	cell	cells
5213	5218	GO:0005623	cell	cells
5287	5292	GO:0005623	cell	cells
5487	5492	GO:0005623	cell	Cells
5567	5576	GO:0016020	membrane	membranes
5639	5648	GO:0016020	membrane	membranes
5768	5776	GO:0003675	obsolete	protein
5849	5854	GO:0005623	cell	cells
5918	5926	GO:0003823	antigen	binding
5918	5926	GO:0019815	B	cell
5918	5926	GO:0042571	immunoglobulin	complex,
362	367	GO:0004617	phosphoglycerate	dehydrogenase
395	403	GO:0003823	antigen	binding
395	403	GO:0019815	B	cell
395	403	GO:0042571	immunoglobulin	complex,
539	547	GO:0003823	antigen	binding
539	547	GO:0019815	B	cell
539	547	GO:0042571	immunoglobulin	complex,
650	656	GO:0004617	phosphoglycerate	dehydrogenase
691	699	GO:0003823	antigen	binding
691	699	GO:0019815	B	cell
691	699	GO:0042571	immunoglobulin	complex,
829	837	GO:0003823	antigen	binding
829	837	GO:0019815	B	cell
829	837	GO:0042571	immunoglobulin	complex,
1010	1016	GO:0005623	cell	cells.
1029	1033	GO:0005623	cell	cell
1228	1233	GO:0005623	cell	Cells
1339	1344	GO:0005623	cell	cells
1444	1453	GO:0043226	organelle	organelle
1651	1660	GO:0003823	antigen	binding
1651	1660	GO:0019815	B	cell
1651	1660	GO:0042571	immunoglobulin	complex,
1853	1863	GO:0003823	antigen	binding
1853	1863	GO:0019815	B	cell
1853	1863	GO:0042571	immunoglobulin	complex,
1882	1893	GO:0003823	antigen	binding
1882	1893	GO:0019815	B	cell
1882	1893	GO:0042571	immunoglobulin	complex,
2069	2074	GO:0005623	cell	Cells
2222	2230	GO:0003823	antigen	binding
2222	2230	GO:0019815	B	cell
2222	2230	GO:0042571	immunoglobulin	complex,
2357	2366	GO:0003675	obsolete	protein
3466	3487	GO:0005783	endoplasmic	reticulum
3563	3578	GO:0005886	plasma	membrane
4118	4122	GO:0007568	aging	aged
5550	5559	GO:0016020	membrane	membranes
5646	5655	GO:0016020	membrane	membranes
5744	5753	GO:0016020	membrane	membranes
5869	5877	GO:0003675	obsolete	protein
5941	5951	GO:0007586	digestion	digestion.
5978	5990	GO:0051179	localization	Localization
6051	6055	GO:0005623	cell	Cell
6456	6465	GO:0005737	cytoplasm	cytoplasm
6605	6609	GO:0005623	cell	cell
6756	6761	GO:0005623	cell	cells
244	256	GO:0009986	cell	surface
340	355	GO:0051643	endoplasmic	reticulum
385	389	GO:0005623	cell	cell
509	514	GO:0005623	cell	cells
562	567	GO:0005623	cell	Cells
737	758	GO:0005783	endoplasmic	reticulum
886	891	GO:0005623	cell	Cells
1239	1244	GO:0005623	cell	cells
1377	1386	GO:0016020	membrane	membranes
1422	1431	GO:0003823	antigen	binding
1422	1431	GO:0019815	B	cell
1422	1431	GO:0042571	immunoglobulin	complex,
1438	1447	GO:0016020	membrane	membranes
1510	1518	GO:0003823	antigen	binding
1510	1518	GO:0019815	B	cell
1510	1518	GO:0042571	immunoglobulin	complex,
1604	1616	GO:0051179	localization	localization
1799	1803	GO:0005623	cell	cell
1903	1908	GO:0005623	cell	Cells
2051	2063	GO:0009986	cell	surface
2067	2072	GO:0005623	cell	cells
2207	2212	GO:0005623	cell	Cells
2249	2261	GO:0009986	cell	surface
2275	2283	GO:0003675	obsolete	protein
