Start	End	Ontology	Ontology Term	Annotated Term
1220	1225	GO:0005623	cell		cells
1390	1395	GO:0005623	cell		Cells
1422	1429	GO:0042603	capsule		capsule
1478	1490	GO:0005561	obsolete	nucleic
1545	1567	GO:0031253	cell		projection
1679	1687	GO:0042603	capsule		capsule,
1704	1710	GO:0005623	cell		cells,
1760	1767	GO:0005634	nucleus		nucleus
1806	1811	GO:0005623	cell		cells
1909	1916	GO:0042603	capsule		capsule
2193	2198	GO:0005623	cell		cells
2225	2232	GO:0042603	capsule		capsule
2512	2517	GO:0005623	cell		cells
2615	2620	GO:0005623	cell		cells
2866	2871	GO:0005623	cell		cells
2886	2898	GO:0009986	cell		surface
3072	3078	GO:0005623	cell	cells,
3186	3191	GO:0005623	cell	cells
3519	3524	GO:0005623	cell	cells
3539	3551	GO:0009986	cell	surface
3588	3596	GO:0005634	nucleus	nucleus,
3613	3618	GO:0005623	cell	cells
3667	3675	GO:0097610	cell	surface
3676	3685	GO:0016020	membrane	membranes
3725	3730	GO:0005623	cell	cells
3778	3785	GO:0042603	capsule	capsule
3869	3874	GO:0005623	cell	cells
4125	4132	GO:0042603	capsule	capsule
169	176	GO:0003675	obsolete	protein
199	232	GO:0036438	maintenance	of
297	306	GO:0003675	obsolete	protein
929	937	GO:0003675	obsolete	protein
1134	1139	GO:0005623	cell	cells
1209	1222	GO:0005561	obsolete	nucleic
1676	1683	GO:0003675	obsolete	protein
1954	1960	GO:0040007	growth	growth
2104	2111	GO:0005634	nucleus	nucleus
2137	2148	GO:0043226	organelle	organelles,
2195	2201	GO:0005623	cell	cells,
2212	2218	GO:0005634	nucleus	nuclei
2223	2234	GO:0043226	organelle	organelles.
2390	2395	GO:0005623	cell	cells
2453	2458	GO:0005623	cell	cells
2515	2523	GO:0042603	capsule	capsule.
2694	2699	GO:0005623	cell	cells
2863	2868	GO:0005623	cell	cells
2922	2930	GO:0042603	capsule	capsule.
3012	3023	GO:0005634	nucleus	cell nuclei
3154	3165	GO:0005634	nucleus	cell nuclei
3206	3214	GO:0042603	capsule	capsule.
3351	3357	GO:0005623	cell	cells.
4388	4400	GO:0005561	obsolete	nucleic
4470	4476	GO:0005623	cell	cells,
4701	4713	GO:0005561	obsolete	nucleic
4791	4803	GO:0005561	obsolete	nucleic
4962	4967	GO:0005623	cell	cells
5234	5246	GO:0005561	obsolete	nucleic
5446	5451	GO:0005623	cell	cells
5631	5642	GO:0032502	developmental	process
5923	5929	GO:0040007	growth	growth
119	124	GO:0005623	cell	cell,
204	208	GO:0005623	cell	cell
271	275	GO:0005623	cell	cell
286	296	GO:0043226	organelle	organelles
309	318	GO:0009058	biosynthetic	process
338	342	GO:0005623	cell	cell
411	415	GO:0005623	cell	cell
514	522	GO:0003675	obsolete	protein
852	884	GO:0030855	epithelial	cell
889	922	GO:0036438	maintenance	of
1076	1095	GO:0051131	chaperone-mediated	protein
1076	1095	GO:0006457	protein	folding
1076	1095	GO:0003754	obsolete	chaperone
1076	1095	GO:0006461	protein	complex
1076	1095	GO:0044183	protein	binding
1076	1095	GO:0051082	unfolded	protein
1096	1103	GO:0005488	binding	binding
1127	1136	GO:0003675	obsolete	protein
1414	1422	GO:0003675	obsolete	protein
1471	1476	GO:0005623	cell	cells
1484	1495	GO:0032502	developmental	process
1632	1637	GO:0005623	cell	cells
1700	1706	GO:0040007	growth	growth
1746	1772	GO:0030225	macrophage	differentiation
1782	1787	GO:0005623	cell	cells
1801	1809	GO:0007519	skeletal	muscle
1801	1809	GO:0048740	obsolete	striated
1937	1947	GO:0007519	skeletal	muscle
1937	1947	GO:0048740	obsolete	striated
2095	2104	GO:0009058	biosynthetic	process
2183	2191	GO:0003675	obsolete	protein
2238	2246	GO:0003675	obsolete	protein
2251	2256	GO:0005623	cell	cells
2323	2335	GO:0005634	nucleus	cell nucleus
2374	2385	GO:0007049	cell	cycle
2433	2444	GO:0005634	nucleus	cell nuclei
2585	2591	GO:0005623	cell	cells,
2634	2644	GO:0051325	interphase	interphase
2645	2652	GO:0005634	nucleus	nuclei,
2666	2676	GO:0065007	biological	regulation
2691	2698	GO:0003675	obsolete	protein
2706	2713	GO:0005634	nucleus	nucleus
3073	3084	GO:0007049	cell	cycle
3182	3189	GO:0005634	nucleus	nucleus
3197	3218	GO:0051726	regulation	of
3310	3316	GO:0005634	nucleus	nuclei
3382	3394	GO:0005561	obsolete	nucleic
3531	3539	GO:0005634	nucleus	nucleus.
3700	3704	GO:0005488	binding	bind
3765	3779	GO:0005884	actin	filament
3780	3789	GO:0009058	biosynthetic	process
4034	4064	GO:0045098	type	III
4397	4406	GO:0009058	biosynthetic	process
4519	4532	GO:0005856	cytoskeleton	cytoskeleton,
5432	5438	GO:0007601	visual	perception
