Start	End	Ontology	Ontology Term	Annotated Term
1118	1124	GO:0030428	cell	septum
1153	1164	GO:0008219	cell	death
1199	1204	GO:0005623	cell	cells
1570	1575	GO:0005623	cell	cells
1586	1592	GO:0030428	cell	septum
1744	1753	GO:0023052	signaling	signaling
2076	2086	GO:0005694	chromosome	chromosome
2662	2667	GO:0016265	death	death
2962	2968	GO:0023052	signaling	signal
3220	3225	GO:0005623	cell	cells
3825	3830	GO:0005623	cell	cells
4114	4120	GO:0030428	cell	septum
4242	4248	GO:0030428	cell	septum
4334	4340	GO:0030428	cell	septum
4477	4483	GO:0030428	cell	septum
4512	4547	GO:0051145	smooth	muscle
4708	4712	GO:0005623	cell	cell
4761	4765	GO:0005623	cell	cell
4814	4823	GO:0023052	signaling	signaling
5109	5118	GO:0023052	signaling	signaling
5174	5181	GO:0005488	binding	ligands
5208	5220	GO:0032502	developmental	process
5308	5314	GO:0007618	mating	mating
5308	5314	GO:1990277	parasexual	conjugation
5308	5314	GO:0000747	conjugation	with
5308	5314	GO:0009291	unidirectional	conjugation
19	24	GO:0007618	mating	mated
19	24	GO:1990277	parasexual	conjugation
19	24	GO:0000747	conjugation	with
19	24	GO:0009291	unidirectional	conjugation
937	942	GO:0005623	cell	(Cell
943	953	GO:0023052	signaling	Signaling)
974	979	GO:0005623	cell	(Cell
980	990	GO:0023052	signaling	Signaling)
991	1002	GO:0003823	antigen	binding
991	1002	GO:0019815	B	cell
991	1002	GO:0042571	immunoglobulin	complex,
