Start	End	Ontology	Ontology Term	Annotated Term
3980	3991	GO:0044297	cell		body
4121	4137	GO:0010467	gene	expression
4754	4769	GO:0010467	gene	expression
5671	5686	GO:0010467	gene	expression
328	342	GO:0006351	transcription,	DNA-templated
1234	1238	GO:0005623	cell	Cell
1300	1315	GO:0010467	gene	expression
1413	1424	GO:0044297	cell	body
1668	1679	GO:0044297	cell	body
1813	1836	GO:0005720	nuclear	heterochromatin
1963	1974	GO:0000791	euchromatin	euchromatin
2041	2050	GO:0005737	cytoplasm	cytoplasm
2065	2072	GO:0005634	nucleus	nuclei,
2098	2110	GO:0005739	mitochondrion	mitochondria
2200	2205	GO:0005623	cell	cells
2392	2397	GO:0005623	cell	cells
2426	2431	GO:0007602	phototransduction	opsin
2426	2431	GO:0015053	obsolete	opsin
2426	2431	GO:0016918	retinal	binding
2426	2431	GO:0009881	photoreceptor	activity
2426	2431	GO:0046876	3,4-didehydroretinal	binding
2479	2483	GO:0005623	cell	cell
2539	2557	GO:0006997	nucleus	organization
2606	2611	GO:0007602	phototransduction	opsin
2606	2611	GO:0015053	obsolete	opsin
2606	2611	GO:0016918	retinal	binding
2606	2611	GO:0009881	photoreceptor	activity
2606	2611	GO:0046876	3,4-didehydroretinal	binding
2627	2631	GO:0005623	cell	cell
2776	2781	GO:0005623	cell	cells
2831	2836	GO:0005623	cell	cells
2920	2946	GO:0051674	localization	of
2979	2989	GO:0044297	cell	body
3078	3094	GO:0000792	heterochromatin	heterochromatin,
3135	3147	GO:0000791	euchromatin	euchromatin,
3176	3185	GO:0005737	cytoplasm	cytoplasm
3194	3204	GO:0043226	organelle	organelles
3225	3229	GO:0005623	cell	cell
3351	3366	GO:0000792	heterochromatin	heterochromatin
3397	3408	GO:0000791	euchromatin	euchromatin
3432	3437	GO:0005623	cell	cells
3478	3489	GO:0000791	euchromatin	euchromatin
3529	3534	GO:0005623	cell	cells
3730	3735	GO:0005623	cell	cells
3896	3907	GO:0044297	cell	body
4622	4634	GO:0005739	mitochondrion	mitochondria
4697	4707	GO:0043226	organelle	organelles
4771	4776	GO:0005623	cell	cells
4884	4888	GO:0005623	cell	cell
5054	5060	GO:0005623	cell	cells.
5504	5509	GO:0005623	cell	cells
5528	5533	GO:0005623	cell	cells
5623	5638	GO:0010467	gene	expression
5648	5654	GO:0005623	cell	cells,
5849	5854	GO:0005623	cell	cells
5954	5959	GO:0005623	cell	cells
6292	6297	GO:0005623	cell	cells
6415	6421	GO:0005623	cell	cells.
6521	6526	GO:0005623	cell	cells
6546	6551	GO:0005623	cell	cells
375	390	GO:0010467	gene	expression
772	778	GO:0007602	phototransduction	opsin.
772	778	GO:0015053	obsolete	opsin
772	778	GO:0016918	retinal	binding
772	778	GO:0009881	photoreceptor	activity
772	778	GO:0046876	3,4-didehydroretinal	binding
814	819	GO:0005623	cell	cells
869	881	GO:0044297	cell	body
940	945	GO:0005623	cell	cells
1053	1061	GO:0003823	antigen	binding
1053	1061	GO:0019815	B	cell
1053	1061	GO:0042571	immunoglobulin	complex,
1241	1246	GO:0007602	phototransduction	opsin
1241	1246	GO:0015053	obsolete	opsin
1241	1246	GO:0016918	retinal	binding
1241	1246	GO:0009881	photoreceptor	activity
1241	1246	GO:0046876	3,4-didehydroretinal	binding
1862	1877	GO:0010467	gene	expression
2403	2409	GO:0023052	signaling	signal
3466	3477	GO:0032502	developmental	process
4053	4068	GO:0010467	gene	expression
4161	4171	GO:0065007	biological	regulation
4623	4633	GO:0065007	biological	regulation
4865	4879	GO:0006351	transcription,	DNA-templated
5243	5248	GO:0005623	cell	cells
209	214	GO:0005623	cell	cells
367	372	GO:0005623	cell	cells
539	550	GO:0008152	metabolic	process
587	601	GO:0098754	detoxification	detoxification
635	645	GO:0006096	glycolytic	process
677	696	GO:0006006	glucose	metabolic
918	937	GO:0006006	glucose	metabolic
1338	1353	GO:0010467	gene	expression
1510	1528	GO:0006006	glucose	metabolic
2253	2258	GO:0005623	cell	cells
2326	2330	GO:0005623	cell	cell
2400	2405	GO:0005623	cell	cells
2513	2518	GO:0005623	cell	cells
2700	2704	GO:0005623	cell	cell
2991	2995	GO:0005623	cell	cell
3344	3349	GO:0005623	cell	cells
3854	3859	GO:0005623	cell	cells
4334	4339	GO:0005623	cell	cells
4686	4704	GO:0010842	retina	layer
4718	4727	GO:0009058	biosynthetic	process
5156	5162	GO:0023052	signaling	signal
5300	5306	GO:0007602	phototransduction	opsin.
5300	5306	GO:0015053	obsolete	opsin
5300	5306	GO:0016918	retinal	binding
5300	5306	GO:0009881	photoreceptor	activity
5300	5306	GO:0046876	3,4-didehydroretinal	binding
5562	5568	GO:0023052	signaling	signal
5607	5613	GO:0023052	signaling	signal
5932	5942	GO:0065007	biological	regulation
6574	6601	GO:0010468	regulation	of
6941	6945	GO:0005623	cell	cell
6967	6971	GO:0005623	cell	cell
6975	6985	GO:0097194	execution	phase
6975	6985	GO:0006915	apoptotic	process
7129	7138	GO:0009058	biosynthetic	process
8	17	GO:0009058	biosynthetic	process
103	116	GO:0007163	establishment	or
310	319	GO:0009058	biosynthetic	process
598	610	GO:0043473	pigmentation	pigmentation
913	920	GO:0023052	signaling	signal,
1197	1203	GO:0005634	nucleus	nuclei
2157	2163	GO:0007601	visual	perception
3859	3863	GO:0030424	axon	Axon
4493	4499	GO:0023052	signaling	signal
4601	4607	GO:0023052	signaling	signal
4634	4640	GO:0023052	signaling	signal
4819	4825	GO:0023052	signaling	signal
6335	6341	GO:0023052	signaling	signal
1062	1066	GO:0005623	cell	cell
1363	1368	GO:0005623	cell	cells
1401	1405	GO:0005623	cell	cell
1588	1596	GO:0003823	antigen	binding
1588	1596	GO:0019815	B	cell
1588	1596	GO:0042571	immunoglobulin	complex,
1684	1694	GO:0003823	antigen	binding
1684	1694	GO:0019815	B	cell
1684	1694	GO:0042571	immunoglobulin	complex,
1728	1733	GO:0007602	phototransduction	opsin
1728	1733	GO:0015053	obsolete	opsin
1728	1733	GO:0016918	retinal	binding
1728	1733	GO:0009881	photoreceptor	activity
1728	1733	GO:0046876	3,4-didehydroretinal	binding
1893	1903	GO:0003823	antigen	binding
1893	1903	GO:0019815	B	cell
1893	1903	GO:0042571	immunoglobulin	complex,
2053	2061	GO:0003823	antigen	binding
2053	2061	GO:0019815	B	cell
2053	2061	GO:0042571	immunoglobulin	complex,
2101	2107	GO:0005634	nucleus	nuclei
2908	2915	GO:0031430	M	band
4154	4159	GO:0005623	cell	cells
4678	4689	GO:0044297	cell	body
4715	4720	GO:0005623	cell	cells
5005	5017	GO:0044297	cell	body
5064	5075	GO:0044297	cell	body
5105	5112	GO:0031430	M	band
5120	5124	GO:0005623	cell	cell
5206	5211	GO:0005623	cell	cells
5304	5318	GO:0005886	plasma	membrane
5584	5589	GO:0005623	cell	cells
5747	5760	GO:0005739	mitochondrion	mitochondria,
5827	5832	GO:0005623	cell	cells
5854	5865	GO:0043226	organelle	organelles.
5939	5949	GO:0043226	organelle	organelle.
6025	6037	GO:0005739	mitochondrion	mitochondria
6108	6119	GO:0044297	cell	body
1161	1166	GO:0005623	cell	cells
1338	1343	GO:0005623	cell	cells
2947	2953	GO:0023052	signaling	signal
3525	3531	GO:0023052	signaling	signal
3544	3550	GO:0023052	signaling	signal
3573	3579	GO:0023052	signaling	signal
3931	3937	GO:0023052	signaling	signal
3950	3956	GO:0023052	signaling	signal
3979	3985	GO:0023052	signaling	signal
7092	7098	GO:0023052	signaling	signal
662	666	GO:0005623	cell	cell
843	848	GO:0005623	cell	cells
1715	1721	GO:0023052	signaling	signal
177	183	GO:0005623	cell	cells;
238	242	GO:0019013	viral	nucleocapsid
251	264	GO:0051179	localization	localization;
327	333	GO:0023052	signaling	signal
424	439	GO:0010467	gene	expression
29	33	GO:0005623	cell	Cell
78	86	GO:0003823	antigen	binding
78	86	GO:0019815	B	cell
78	86	GO:0042571	immunoglobulin	complex,
137	141	GO:0005623	cell	cell
352	360	GO:0003823	antigen	binding
352	360	GO:0019815	B	cell
352	360	GO:0042571	immunoglobulin	complex,
773	778	GO:0005623	cell	cells
943	955	GO:0051179	localization	localization
1631	1637	GO:0023052	signaling	signal
2524	2529	GO:0005623	cell	cells
2560	2565	GO:0005623	cell	Cells
2655	2660	GO:0005623	cell	cells
2697	2708	GO:0044297	cell	body
2972	2978	GO:0005623	cell	cells,
3315	3320	GO:0005623	cell	cells
3423	3428	GO:0005623	cell	cells
3564	3569	GO:0005623	cell	cells
3709	3720	GO:0044297	cell	body
3812	3819	GO:0005634	nucleus	nucleus
3849	3865	GO:0000792	heterochromatin	heterochromatin.
3902	3906	GO:0005623	cell	cell
3958	3974	GO:0000792	heterochromatin	heterochromatin,
3981	3993	GO:0000791	euchromatin	euchromatin,
4015	4027	GO:0005739	mitochondrion	mitochondria
4069	4079	GO:0044297	cell	body
4093	4097	GO:0005623	cell	cell
4127	4142	GO:0000792	heterochromatin	heterochromatin
4169	4182	GO:0005739	mitochondrion	mitochondrion
4327	4342	GO:0006351	transcription,	DNA-templated
4343	4353	GO:0065007	biological	regulation
4755	4769	GO:0006351	transcription,	DNA-templated
4774	4784	GO:0065007	biological	regulation
