Start	End	Ontology	Ontology Term	Annotated Term
4111	4119	GO:0045202	synapse	synapses
4134	4140	GO:0048788	cytoskeleton	of
4387	4395	GO:0044326	dendritic	spine
4538	4545	GO:0007129	synapsis	synapse
4538	4545	GO:0045202	synapse	synapse
4647	4654	GO:0048788	cytoskeleton	of
4699	4706	GO:0048788	cytoskeleton	of
4917	4930	GO:0044317	rod	spherule
4963	4970	GO:0007129	synapsis	synapse
4963	4970	GO:0045202	synapse	synapse
4980	4986	GO:0048788	cytoskeleton	of
5091	5097	GO:0048788	cytoskeleton	of
5232	5240	GO:0030425	dendrite	dendrite
5302	5320	GO:0008021	synaptic	vesicle
5325	5339	GO:0030135	coated	vesicle
5361	5374	GO:0005886	plasma	membrane
5515	5532	GO:0008021	synaptic	vesicle
5626	5633	GO:0007129	synapsis	synapse
5626	5633	GO:0045202	synapse	synapse
5681	5689	GO:0044326	dendritic	spine
5812	5819	GO:0048788	cytoskeleton	of
5849	5867	GO:0097060	synaptic	membrane
5989	5994	GO:0005623	cell	cell;
5998	6006	GO:0005634	nucleus	nucleus;
6010	6017	GO:0048788	cytoskeleton	of
266	279	GO:0009653	anatomical	structure
356	366	GO:0009058	biosynthetic	process
428	435	GO:0007129	synapsis	synapse
428	435	GO:0045202	synapse	synapse
436	446	GO:0009058	biosynthetic	process
485	499	GO:0007416	synapse	assembly
586	599	GO:0009653	anatomical	structure
695	704	GO:0009058	biosynthetic	process
827	837	GO:0009058	biosynthetic	process
879	906	GO:0042461	photoreceptor	cell
938	947	GO:0031982	vesicle	Vesicular
1111	1119	GO:0031982	vesicle	vesicles
1136	1145	GO:0009056	catabolic	process
1163	1172	GO:0016020	membrane	membranes
1246	1257	GO:0045102	obsolete	peripherin
1246	1257	GO:0045098	type	III
1306	1316	GO:0005902	microvillus	microvilli
1467	1474	GO:0003675	obsolete	protein
1484	1492	GO:0031982	vesicle	vesicles
1587	1595	GO:0031982	vesicle	vesicles
1693	1699	GO:0040007	growth	growth
1782	1788	GO:0005929	cilium	cilium
1849	1857	GO:0003675	obsolete	protein
1872	1876	GO:0031672	A	band
1872	1876	GO:0031264	death-inducing	signaling
1891	1896	GO:0007602	phototransduction	opsin
1891	1896	GO:0015053	obsolete	opsin
1891	1896	GO:0016918	retinal	binding
1891	1896	GO:0009881	photoreceptor	activity
1891	1896	GO:0046876	3,4-didehydroretinal	binding
1897	1905	GO:0003675	obsolete	protein
1932	1938	GO:0031672	A	band
1932	1938	GO:0031264	death-inducing	signaling
2293	2304	GO:0045102	obsolete	peripherin
2293	2304	GO:0045098	type	III
2373	2388	GO:0010467	gene	expression
2583	2593	GO:0045102	obsolete	peripherin
2583	2593	GO:0045098	type	III
3010	3021	GO:0016028	rhabdomere	rhabdomere,
3291	3314	GO:0042052	rhabdomere	development
3448	3460	GO:0032502	developmental	process
3795	3806	GO:0032502	developmental	process
3831	3856	GO:0061541	rhabdomere	morphogenesis
4036	4046	GO:0065007	biological	regulation
4204	4218	GO:0009653	anatomical	structure
4470	4497	GO:0042461	photoreceptor	cell
4678	4689	GO:0045102	obsolete	peripherin
4678	4689	GO:0045098	type	III
4828	4845	GO:0006629	lipid	metabolic
4828	4845	GO:0046493	lipid	A
4846	4861	GO:0006457	protein	folding
4866	4876	GO:0006810	transport	transport,
5166	5174	GO:0003675	obsolete	protein
5385	5398	GO:0042384	cilium	assembly
5472	5484	GO:0042384	cilium	assembly
5575	5602	GO:0042461	photoreceptor	cell
5799	5813	GO:0007416	synapse	assembly
5960	5980	GO:0060041	retina	development
5981	5995	GO:0007416	synapse	assembly
6109	6117	GO:0007129	synapsis	synapses
6109	6117	GO:0045202	synapse	synapses
6404	6412	GO:0007129	synapsis	synapses
6404	6412	GO:0045202	synapse	synapses
6499	6513	GO:0007416	synapse	assembly
6556	6566	GO:0009058	biosynthetic	process
6707	6724	GO:0007602	phototransduction	phototransduction
6797	6805	GO:0007129	synapsis	synapse.
6797	6805	GO:0045202	synapse	synapse.
6831	6838	GO:0007129	synapsis	synapse
6831	6838	GO:0045202	synapse	synapse
6898	6909	GO:0032502	developmental	process
6962	6985	GO:0009881	photoreceptor	activity
7021	7038	GO:0007602	phototransduction	phototransduction
7043	7050	GO:0007129	synapsis	synapse
7043	7050	GO:0045202	synapse	synapse
7051	7061	GO:0009058	biosynthetic	process
7246	7256	GO:0009058	biosynthetic	process
7325	7332	GO:0007129	synapsis	synapse
7325	7332	GO:0045202	synapse	synapse
7333	7343	GO:0009058	biosynthetic	process
7511	7520	GO:0003675	obsolete	protein
391	419	GO:0042461	photoreceptor	cell
447	455	GO:0003675	obsolete	protein
622	630	GO:0003675	obsolete	protein
878	892	GO:0097470	ribbon	synapse
1038	1059	GO:0044430	cytoskeletal	part
1439	1454	GO:0097470	ribbon	synapse
1487	1496	GO:0009058	biosynthetic	process
1532	1551	GO:0060041	retina	development
2074	2083	GO:0007129	synapsis	synapses,
2074	2083	GO:0045202	synapse	synapses,
2148	2165	GO:0048788	cytoskeleton	of
2244	2271	GO:0042461	photoreceptor	cell
2785	2791	GO:0007601	visual	perception
2882	2888	GO:0007601	visual	perception
2989	2995	GO:0007601	visual	perception
3078	3086	GO:0003675	obsolete	protein
3206	3214	GO:0003675	obsolete	protein
3232	3249	GO:0007602	phototransduction	phototransduction
4138	4147	GO:0009058	biosynthetic	process
4555	4563	GO:0007129	synapsis	synapses
4555	4563	GO:0045202	synapse	synapses
4841	4855	GO:0009653	anatomical	structure
4856	4870	GO:0007416	synapse	assembly
5700	5729	GO:0001750	photoreceptor	outer
7522	7531	GO:0009058	biosynthetic	process
